island,site full name,Site,lat_dec,lon_dec,lat_grid,lon_grid,t,temp
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/8/2017,21.27175
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/9/2017,21.635
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/10/2017,21.81775
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/11/2017,21.8025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/12/2017,21.857
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/13/2017,21.687
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/14/2017,21.8025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/15/2017,22.23075
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/16/2017,22.19025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/17/2017,22.26025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/18/2017,21.54375
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/19/2017,21.5235
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/20/2017,21.116
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/21/2017,20.6975
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/22/2017,20.3925
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/23/2017,20.3515
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/24/2017,20.2085
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/25/2017,21.686
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/26/2017,23.32725
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/27/2017,23.49625
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/28/2017,23.7
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/29/2017,24.297
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",9/30/2017,24.90475
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/1/2017,24.8365
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/2/2017,24.77275
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/3/2017,25.2465
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/4/2017,26.2295
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/5/2017,26.209
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/6/2017,26.05375
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/7/2017,25.89575
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/8/2017,25.7145
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/9/2017,25.68875
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/10/2017,25.51075
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/11/2017,24.0385
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/12/2017,23.94775
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/13/2017,21.453
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/14/2017,21.491
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/15/2017,21.2215
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/16/2017,21.23025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/17/2017,22.11275
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/18/2017,22.30875
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/19/2017,22.4385
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/20/2017,23.26675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/21/2017,23.1365
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/22/2017,23.02875
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/23/2017,23.18925
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/24/2017,23.38675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/25/2017,23.71875
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/26/2017,23.8235
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/27/2017,23.66775
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/28/2017,23.7695
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/29/2017,23.783
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/30/2017,23.75675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",10/31/2017,23.95
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/1/2017,23.3655
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/2/2017,22.41325
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/3/2017,22.121
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/4/2017,22.24975
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/5/2017,21.4255
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/6/2017,20.58125
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/7/2017,20.65675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/8/2017,20.713
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/9/2017,20.73275
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/10/2017,22.7175
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/11/2017,22.99725
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/12/2017,23.38525
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/13/2017,23.79975
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/14/2017,23.73525
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/15/2017,23.66675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/16/2017,23.785
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/17/2017,23.7015
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/18/2017,23.7205
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/19/2017,23.973
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/20/2017,23.986
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/21/2017,23.83525
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/22/2017,23.571
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/23/2017,23.533
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/24/2017,23.74425
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/25/2017,23.47225
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/26/2017,21.70825
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/27/2017,21.8065
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/28/2017,22.04075
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/29/2017,22.332
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",11/30/2017,22.37975
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/1/2017,22.642
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/2/2017,23.026
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/3/2017,23.14
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/4/2017,23.03225
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/5/2017,23.03225
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/6/2017,22.927
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/7/2017,22.85
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/8/2017,22.81525
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/9/2017,22.473
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/10/2017,21.87575
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/11/2017,21.623
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/12/2017,21.503
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/13/2017,21.399
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/14/2017,21.32825
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/15/2017,21.51625
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/16/2017,22.51475
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/17/2017,22.8135
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/18/2017,23.061
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/19/2017,22.83025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/20/2017,22.7675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/21/2017,23.465
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/22/2017,23.4455
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/23/2017,23.48675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/24/2017,23.50725
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/25/2017,23.33625
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/26/2017,23.24175
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/27/2017,23.23775
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/28/2017,22.831
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/29/2017,22.5075
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/30/2017,22.5585
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",12/31/2017,22.81425
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/1/2018,23.32525
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/2/2018,23.58525
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/3/2018,23.91125
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/4/2018,23.854
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/5/2018,24.13975
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/6/2018,24.20925
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/7/2018,24.10475
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/8/2018,23.653
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/9/2018,23.587
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/10/2018,23.445
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/11/2018,23.18825
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/12/2018,22.69175
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/13/2018,22.5985
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/14/2018,22.72025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/15/2018,22.916
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/16/2018,24.0775
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/17/2018,24.669
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/18/2018,25.26325
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/19/2018,25.635
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/20/2018,25.689
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/21/2018,25.78275
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/22/2018,25.6335
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/23/2018,25.7335
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/24/2018,25.80375
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/25/2018,25.7065
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/26/2018,25.505
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/27/2018,25.32175
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/28/2018,25.26675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/29/2018,25.1955
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/30/2018,25.1595
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",1/31/2018,25.16875
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/1/2018,24.79025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/2/2018,24.86625
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/3/2018,24.8515
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/4/2018,25.17775
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/5/2018,25.0675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/6/2018,25.00025
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/7/2018,24.93925
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/8/2018,24.948
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/9/2018,24.998
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/10/2018,25.519
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/11/2018,25.823
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/12/2018,25.69625
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/13/2018,25.23725
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/14/2018,25.40725
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/15/2018,26.8505
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/16/2018,27.18825
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/17/2018,27.408
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/18/2018,27.451
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/19/2018,27.56875
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/20/2018,27.45625
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/21/2018,27.51525
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/22/2018,27.453
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/23/2018,27.659
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/24/2018,28.0485
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/25/2018,28.065
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/26/2018,28.106
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/27/2018,27.70875
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",2/28/2018,27.385
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",3/1/2018,26.83325
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",3/2/2018,26.73675
Pinta,Cabo_Ibbetson,Ibbet,0.543972,-90.732022,"(0.54, 0.55)","(-90.74, -90.73)",3/3/2018,26.34325
