t,temp,Location
4/1/2018 21:30,23.833,Bart
4/1/2018 22:00,23.472,Bart
4/1/2018 22:30,23.809,Bart
4/1/2018 23:00,23.737,Bart
4/1/2018 23:30,24.146,Bart
4/2/2018 0:00,24.146,Bart
4/2/2018 0:30,24.195,Bart
4/2/2018 1:00,24.219,Bart
4/2/2018 1:30,24.146,Bart
4/2/2018 2:00,24.05,Bart
4/2/2018 2:30,24.074,Bart
4/2/2018 3:00,24.05,Bart
4/2/2018 3:30,23.785,Bart
4/2/2018 4:00,24.098,Bart
4/2/2018 4:30,24.122,Bart
4/2/2018 5:00,22.944,Bart
4/2/2018 5:30,21.27,Bart
4/2/2018 6:00,20.65,Bart
4/2/2018 6:30,23.593,Bart
4/2/2018 7:00,23.064,Bart
4/2/2018 7:30,23.545,Bart
4/2/2018 8:00,22.776,Bart
4/2/2018 8:30,24.171,Bart
4/2/2018 9:00,24.171,Bart
4/2/2018 9:30,24.195,Bart
4/2/2018 10:00,24.605,Bart
4/2/2018 10:30,24.871,Bart
4/2/2018 11:00,25.137,Bart
4/2/2018 11:30,24.992,Bart
4/2/2018 12:00,25.016,Bart
4/2/2018 12:30,24.677,Bart
4/2/2018 13:00,24.605,Bart
4/2/2018 13:30,24.557,Bart
4/2/2018 14:00,24.315,Bart
4/2/2018 14:30,24.484,Bart
4/2/2018 15:00,24.75,Bart
4/2/2018 15:30,23.28,Bart
4/2/2018 16:00,22.657,Bart
4/2/2018 16:30,21.127,Bart
4/2/2018 17:00,23.304,Bart
4/2/2018 17:30,23.881,Bart
4/2/2018 18:00,22.8,Bart
4/2/2018 18:30,23.905,Bart
4/2/2018 19:00,22.202,Bart
4/2/2018 19:30,24.46,Bart
4/2/2018 20:00,24.243,Bart
4/2/2018 20:30,24.677,Bart
4/2/2018 21:00,24.798,Bart
4/2/2018 21:30,25.137,Bart
4/2/2018 22:00,25.283,Bart
4/2/2018 22:30,25.283,Bart
4/2/2018 23:00,25.331,Bart
4/2/2018 23:30,25.283,Bart
4/3/2018 0:00,25.258,Bart
4/3/2018 0:30,25.234,Bart
4/3/2018 1:00,25.258,Bart
4/3/2018 1:30,25.283,Bart
4/3/2018 2:00,25.283,Bart
4/3/2018 2:30,24.774,Bart
4/3/2018 3:00,24.363,Bart
4/3/2018 3:30,23.761,Bart
4/3/2018 4:00,23.809,Bart
4/3/2018 4:30,23.737,Bart
4/3/2018 5:00,23.713,Bart
4/3/2018 5:30,23.593,Bart
4/3/2018 6:00,22.25,Bart
4/3/2018 6:30,23.785,Bart
4/3/2018 7:00,23.208,Bart
4/3/2018 7:30,23.545,Bart
4/3/2018 8:00,23.761,Bart
4/3/2018 8:30,23.497,Bart
4/3/2018 9:00,23.785,Bart
4/3/2018 9:30,23.905,Bart
4/3/2018 10:00,23.905,Bart
4/3/2018 10:30,23.665,Bart
4/3/2018 11:00,23.593,Bart
4/3/2018 11:30,21.294,Bart
4/3/2018 12:00,23.352,Bart
4/3/2018 12:30,23.545,Bart
4/3/2018 13:00,23.448,Bart
4/3/2018 13:30,23.545,Bart
4/3/2018 14:00,23.521,Bart
4/3/2018 14:30,23.665,Bart
4/3/2018 15:00,23.617,Bart
4/3/2018 15:30,23.617,Bart
4/3/2018 16:00,23.497,Bart
4/3/2018 16:30,23.448,Bart
4/3/2018 17:00,22.178,Bart
4/3/2018 17:30,20.65,Bart
4/3/2018 18:00,19.579,Bart
4/3/2018 18:30,19.103,Bart
4/3/2018 19:00,18.818,Bart
4/3/2018 19:30,20.055,Bart
4/3/2018 20:00,19.246,Bart
4/3/2018 20:30,19.199,Bart
4/3/2018 21:00,19.27,Bart
4/3/2018 21:30,20.913,Bart
4/3/2018 22:00,21.175,Bart
4/3/2018 22:30,22.058,Bart
4/3/2018 23:00,22.872,Bart
4/3/2018 23:30,23.833,Bart
4/4/2018 0:00,23.4,Bart
4/4/2018 0:30,20.317,Bart
4/4/2018 1:00,23.4,Bart
4/4/2018 1:30,23.4,Bart
4/4/2018 2:00,24.195,Bart
4/4/2018 2:30,24.605,Bart
4/4/2018 3:00,24.436,Bart
4/4/2018 3:30,22.776,Bart
4/4/2018 4:00,22.896,Bart
4/4/2018 4:30,22.705,Bart
4/4/2018 5:00,24.074,Bart
4/4/2018 5:30,20.674,Bart
4/4/2018 6:00,21.915,Bart
4/4/2018 6:30,22.609,Bart
4/4/2018 7:00,22.561,Bart
4/4/2018 7:30,22.154,Bart
4/4/2018 8:00,21.199,Bart
4/4/2018 8:30,20.674,Bart
4/4/2018 9:00,22.729,Bart
4/4/2018 9:30,22.92,Bart
4/4/2018 10:00,23.4,Bart
4/4/2018 10:30,22.753,Bart
4/4/2018 11:00,22.848,Bart
4/4/2018 11:30,22.8,Bart
4/4/2018 12:00,22.178,Bart
4/4/2018 12:30,21.867,Bart
4/4/2018 13:00,23.304,Bart
4/4/2018 13:30,23.232,Bart
4/4/2018 14:00,23.689,Bart
4/4/2018 14:30,23.881,Bart
4/4/2018 15:00,23.978,Bart
4/4/2018 15:30,23.93,Bart
4/4/2018 16:00,23.954,Bart
4/4/2018 16:30,23.857,Bart
4/4/2018 17:00,23.833,Bart
4/4/2018 17:30,24.002,Bart
4/4/2018 18:00,20.484,Bart
4/4/2018 18:30,22.513,Bart
4/4/2018 19:00,24.171,Bart
4/4/2018 19:30,24.026,Bart
4/4/2018 20:00,23.954,Bart
4/4/2018 20:30,23.954,Bart
4/4/2018 21:00,23.256,Bart
4/4/2018 21:30,23.545,Bart
4/4/2018 22:00,23.641,Bart
4/4/2018 22:30,23.617,Bart
4/4/2018 23:00,23.521,Bart
4/4/2018 23:30,23.521,Bart
4/5/2018 0:00,23.497,Bart
4/5/2018 0:30,23.497,Bart
4/5/2018 1:00,23.593,Bart
4/5/2018 1:30,23.521,Bart
4/5/2018 2:00,23.617,Bart
4/5/2018 2:30,23.521,Bart
4/5/2018 3:00,23.521,Bart
4/5/2018 3:30,21.724,Bart
4/5/2018 4:00,20.484,Bart
4/5/2018 4:30,20.436,Bart
4/5/2018 5:00,20.365,Bart
4/5/2018 5:30,20.627,Bart
4/5/2018 6:00,20.96,Bart
4/5/2018 6:30,20.531,Bart
4/5/2018 7:00,20.198,Bart
4/5/2018 7:30,21.724,Bart
4/5/2018 8:00,22.896,Bart
4/5/2018 8:30,23.304,Bart
4/5/2018 9:00,23.497,Bart
4/5/2018 9:30,22.537,Bart
4/5/2018 10:00,22.729,Bart
4/5/2018 10:30,21.39,Bart
4/5/2018 11:00,22.082,Bart
4/5/2018 11:30,21.151,Bart
4/5/2018 12:00,22.25,Bart
4/5/2018 12:30,22.753,Bart
4/5/2018 13:00,22.106,Bart
4/5/2018 13:30,22.25,Bart
4/5/2018 14:00,22.25,Bart
4/5/2018 14:30,22.872,Bart
4/5/2018 15:00,21.724,Bart
4/5/2018 15:30,22.465,Bart
4/5/2018 16:00,22.082,Bart
4/5/2018 16:30,22.178,Bart
4/5/2018 17:00,23.352,Bart
4/5/2018 17:30,24.002,Bart
4/5/2018 18:00,23.304,Bart
4/5/2018 18:30,23.016,Bart
4/5/2018 19:00,23.761,Bart
4/5/2018 19:30,23.593,Bart
4/5/2018 20:00,23.905,Bart
4/5/2018 20:30,21.772,Bart
4/5/2018 21:00,23.737,Bart
4/5/2018 21:30,23.16,Bart
4/5/2018 22:00,23.641,Bart
4/5/2018 22:30,23.497,Bart
4/5/2018 23:00,23.761,Bart
4/5/2018 23:30,23.857,Bart
4/6/2018 0:00,23.881,Bart
4/6/2018 0:30,23.881,Bart
4/6/2018 1:00,23.833,Bart
4/6/2018 1:30,22.992,Bart
4/6/2018 2:00,22.992,Bart
4/6/2018 2:30,21.772,Bart
4/6/2018 3:00,23.593,Bart
4/6/2018 3:30,23.665,Bart
4/6/2018 4:00,22.034,Bart
4/6/2018 4:30,23.448,Bart
4/6/2018 5:00,23.593,Bart
4/6/2018 5:30,23.641,Bart
4/6/2018 6:00,22.944,Bart
4/6/2018 6:30,23.593,Bart
4/6/2018 7:00,23.593,Bart
4/6/2018 7:30,23.448,Bart
4/6/2018 8:00,23.593,Bart
4/6/2018 8:30,23.376,Bart
4/6/2018 9:00,23.545,Bart
4/6/2018 9:30,23.617,Bart
4/6/2018 10:00,23.641,Bart
4/6/2018 10:30,23.665,Bart
4/6/2018 11:00,23.737,Bart
4/6/2018 11:30,23.809,Bart
4/6/2018 12:00,23.857,Bart
4/6/2018 12:30,23.785,Bart
4/6/2018 13:00,23.833,Bart
4/6/2018 13:30,23.809,Bart
4/6/2018 14:00,23.833,Bart
4/6/2018 14:30,23.809,Bart
4/6/2018 15:00,23.785,Bart
4/6/2018 15:30,23.785,Bart
4/6/2018 16:00,23.881,Bart
4/6/2018 16:30,24.074,Bart
4/6/2018 17:00,24.074,Bart
4/6/2018 17:30,24.074,Bart
4/6/2018 18:00,24.098,Bart
4/6/2018 18:30,24.122,Bart
4/6/2018 19:00,24.122,Bart
4/6/2018 19:30,24.098,Bart
4/6/2018 20:00,24.122,Bart
4/6/2018 20:30,24.098,Bart
4/6/2018 21:00,24.074,Bart
4/6/2018 21:30,24.026,Bart
4/6/2018 22:00,24.002,Bart
4/6/2018 22:30,23.978,Bart
4/6/2018 23:00,23.978,Bart
4/6/2018 23:30,23.954,Bart
4/7/2018 0:00,23.93,Bart
4/7/2018 0:30,23.93,Bart
4/7/2018 1:00,23.93,Bart
4/7/2018 1:30,23.954,Bart
4/7/2018 2:00,23.954,Bart
4/7/2018 2:30,23.978,Bart
4/7/2018 3:00,23.978,Bart
4/7/2018 3:30,23.978,Bart
4/7/2018 4:00,23.978,Bart
4/7/2018 4:30,23.954,Bart
4/7/2018 5:00,23.954,Bart
4/7/2018 5:30,23.93,Bart
4/7/2018 6:00,23.905,Bart
4/7/2018 6:30,23.954,Bart
4/7/2018 7:00,23.978,Bart
4/7/2018 7:30,24.074,Bart
4/7/2018 8:00,24.219,Bart
4/7/2018 8:30,24.339,Bart
4/7/2018 9:00,24.774,Bart
4/7/2018 9:30,24.847,Bart
4/7/2018 10:00,24.895,Bart
4/7/2018 10:30,24.992,Bart
4/7/2018 11:00,24.992,Bart
4/7/2018 11:30,25.283,Bart
4/7/2018 12:00,25.404,Bart
4/7/2018 12:30,25.404,Bart
4/7/2018 13:00,25.283,Bart
4/7/2018 13:30,25.355,Bart
4/7/2018 14:00,25.331,Bart
4/7/2018 14:30,25.38,Bart
4/7/2018 15:00,25.55,Bart
4/7/2018 15:30,25.38,Bart
4/7/2018 16:00,25.283,Bart
4/7/2018 16:30,25.307,Bart
4/7/2018 17:00,25.234,Bart
4/7/2018 17:30,25.21,Bart
4/7/2018 18:00,25.186,Bart
4/7/2018 18:30,25.186,Bart
4/7/2018 19:00,25.113,Bart
4/7/2018 19:30,25.065,Bart
4/7/2018 20:00,25.04,Bart
4/7/2018 20:30,25.186,Bart
4/7/2018 21:00,25.283,Bart
4/7/2018 21:30,25.258,Bart
4/7/2018 22:00,25.234,Bart
4/7/2018 22:30,25.283,Bart
4/7/2018 23:00,25.234,Bart
4/7/2018 23:30,25.258,Bart
4/8/2018 0:00,25.234,Bart
4/8/2018 0:30,25.234,Bart
4/8/2018 1:00,25.21,Bart
4/8/2018 1:30,25.21,Bart
4/8/2018 2:00,25.21,Bart
4/8/2018 2:30,25.186,Bart
4/8/2018 3:00,25.186,Bart
4/8/2018 3:30,25.162,Bart
4/8/2018 4:00,25.089,Bart
4/8/2018 4:30,25.04,Bart
4/8/2018 5:00,24.992,Bart
4/8/2018 5:30,25.016,Bart
4/8/2018 6:00,25.016,Bart
4/8/2018 6:30,25.016,Bart
4/8/2018 7:00,24.992,Bart
4/8/2018 7:30,24.919,Bart
4/8/2018 8:00,24.847,Bart
4/8/2018 8:30,24.847,Bart
4/8/2018 9:00,24.871,Bart
4/8/2018 9:30,24.992,Bart
4/8/2018 10:00,24.992,Bart
4/8/2018 10:30,24.895,Bart
4/8/2018 11:00,24.895,Bart
4/8/2018 11:30,25.113,Bart
4/8/2018 12:00,25.113,Bart
4/8/2018 12:30,25.137,Bart
4/8/2018 13:00,25.162,Bart
4/8/2018 13:30,25.428,Bart
4/8/2018 14:00,25.501,Bart
4/8/2018 14:30,25.525,Bart
4/8/2018 15:00,25.525,Bart
4/8/2018 15:30,25.477,Bart
4/8/2018 16:00,25.477,Bart
4/8/2018 16:30,25.453,Bart
4/8/2018 17:00,25.477,Bart
4/8/2018 17:30,25.453,Bart
4/8/2018 18:00,25.453,Bart
4/8/2018 18:30,25.453,Bart
4/8/2018 19:00,25.453,Bart
4/8/2018 19:30,25.404,Bart
4/8/2018 20:00,25.283,Bart
4/8/2018 20:30,25.355,Bart
4/8/2018 21:00,25.477,Bart
4/8/2018 21:30,25.55,Bart
4/8/2018 22:00,25.55,Bart
4/8/2018 22:30,25.477,Bart
4/8/2018 23:00,25.525,Bart
4/8/2018 23:30,25.574,Bart
4/9/2018 0:00,25.574,Bart
4/9/2018 0:30,25.55,Bart
4/9/2018 1:00,25.55,Bart
4/9/2018 1:30,25.525,Bart
4/9/2018 2:00,25.477,Bart
4/9/2018 2:30,25.477,Bart
4/9/2018 3:00,25.453,Bart
4/9/2018 3:30,25.453,Bart
4/9/2018 4:00,25.453,Bart
4/9/2018 4:30,25.453,Bart
4/9/2018 5:00,25.477,Bart
4/9/2018 5:30,25.477,Bart
4/9/2018 6:00,25.477,Bart
4/9/2018 6:30,25.453,Bart
4/9/2018 7:00,25.453,Bart
4/9/2018 7:30,25.501,Bart
4/9/2018 8:00,25.428,Bart
4/9/2018 8:30,25.38,Bart
4/9/2018 9:00,25.355,Bart
4/9/2018 9:30,25.38,Bart
4/9/2018 10:00,25.283,Bart
4/9/2018 10:30,25.186,Bart
4/9/2018 11:00,25.234,Bart
4/9/2018 11:30,25.428,Bart
4/9/2018 12:00,25.453,Bart
4/9/2018 12:30,25.623,Bart
4/9/2018 13:00,25.671,Bart
4/9/2018 13:30,25.671,Bart
4/9/2018 14:00,25.647,Bart
4/9/2018 14:30,25.744,Bart
4/9/2018 15:00,25.841,Bart
4/9/2018 15:30,25.768,Bart
4/9/2018 16:00,25.914,Bart
4/9/2018 16:30,25.939,Bart
4/9/2018 17:00,25.963,Bart
4/9/2018 17:30,25.841,Bart
4/9/2018 18:00,25.817,Bart
4/9/2018 18:30,25.793,Bart
4/9/2018 19:00,25.817,Bart
4/9/2018 19:30,25.817,Bart
4/9/2018 20:00,25.768,Bart
4/9/2018 20:30,25.695,Bart
4/9/2018 21:00,25.647,Bart
4/9/2018 21:30,25.647,Bart
4/9/2018 22:00,25.623,Bart
4/9/2018 22:30,25.404,Bart
4/9/2018 23:00,25.38,Bart
4/9/2018 23:30,25.453,Bart
4/10/2018 0:00,25.671,Bart
4/10/2018 0:30,25.453,Bart
4/10/2018 1:00,25.113,Bart
4/10/2018 1:30,25.21,Bart
4/10/2018 2:00,25.258,Bart
4/10/2018 2:30,25.234,Bart
4/10/2018 3:00,25.234,Bart
4/10/2018 3:30,25.355,Bart
4/10/2018 4:00,25.38,Bart
4/10/2018 4:30,25.355,Bart
4/10/2018 5:00,25.404,Bart
4/10/2018 5:30,25.404,Bart
4/10/2018 6:00,25.38,Bart
4/10/2018 6:30,25.162,Bart
4/10/2018 7:00,24.508,Bart
4/10/2018 7:30,24.895,Bart
4/10/2018 8:00,25.137,Bart
4/10/2018 8:30,25.258,Bart
4/10/2018 9:00,25.186,Bart
4/10/2018 9:30,25.307,Bart
4/10/2018 10:00,25.38,Bart
4/10/2018 10:30,25.428,Bart
4/10/2018 11:00,25.234,Bart
4/10/2018 11:30,25.234,Bart
4/10/2018 12:00,25.234,Bart
4/10/2018 12:30,25.162,Bart
4/10/2018 13:00,25.089,Bart
4/10/2018 13:30,25.186,Bart
4/10/2018 14:00,25.307,Bart
4/10/2018 14:30,25.355,Bart
4/10/2018 15:00,25.258,Bart
4/10/2018 15:30,25.38,Bart
4/10/2018 16:00,25.355,Bart
4/10/2018 16:30,25.283,Bart
4/10/2018 17:00,25.307,Bart
4/10/2018 17:30,25.38,Bart
4/10/2018 18:00,25.38,Bart
4/10/2018 18:30,25.38,Bart
4/10/2018 19:00,25.477,Bart
4/10/2018 19:30,25.355,Bart
4/10/2018 20:00,25.307,Bart
4/10/2018 20:30,25.307,Bart
4/10/2018 21:00,25.283,Bart
4/10/2018 21:30,25.21,Bart
4/10/2018 22:00,25.186,Bart
4/10/2018 22:30,25.258,Bart
4/10/2018 23:00,25.307,Bart
4/10/2018 23:30,25.331,Bart
4/11/2018 0:00,25.21,Bart
4/11/2018 0:30,25.234,Bart
4/11/2018 1:00,25.258,Bart
4/11/2018 1:30,25.258,Bart
4/11/2018 2:00,25.234,Bart
4/11/2018 2:30,25.065,Bart
4/11/2018 3:00,24.944,Bart
4/11/2018 3:30,25.04,Bart
4/11/2018 4:00,25.137,Bart
4/11/2018 4:30,25.065,Bart
4/11/2018 5:00,24.919,Bart
4/11/2018 5:30,24.968,Bart
4/11/2018 6:00,24.992,Bart
4/11/2018 6:30,25.04,Bart
4/11/2018 7:00,25.016,Bart
4/11/2018 7:30,25.113,Bart
4/11/2018 8:00,25.113,Bart
4/11/2018 8:30,25.137,Bart
4/11/2018 9:00,25.137,Bart
4/11/2018 9:30,25.283,Bart
4/11/2018 10:00,25.21,Bart
4/11/2018 10:30,25.016,Bart
4/11/2018 11:00,25.137,Bart
4/11/2018 11:30,25.21,Bart
4/11/2018 12:00,25.162,Bart
4/11/2018 12:30,25.137,Bart
4/11/2018 13:00,25.113,Bart
4/11/2018 13:30,25.113,Bart
4/11/2018 14:00,25.477,Bart
4/11/2018 14:30,25.647,Bart
4/11/2018 15:00,25.72,Bart
4/11/2018 15:30,25.623,Bart
4/11/2018 16:00,25.574,Bart
4/11/2018 16:30,25.671,Bart
4/11/2018 17:00,25.525,Bart
4/11/2018 17:30,25.477,Bart
4/11/2018 18:00,25.428,Bart
4/11/2018 18:30,25.404,Bart
4/11/2018 19:00,25.38,Bart
4/11/2018 19:30,25.331,Bart
4/11/2018 20:00,25.307,Bart
4/11/2018 20:30,25.283,Bart
4/11/2018 21:00,25.258,Bart
4/11/2018 21:30,25.234,Bart
4/11/2018 22:00,25.283,Bart
4/11/2018 22:30,25.283,Bart
4/11/2018 23:00,25.307,Bart
4/11/2018 23:30,25.307,Bart
4/12/2018 0:00,25.258,Bart
4/12/2018 0:30,25.234,Bart
4/12/2018 1:00,25.234,Bart
4/12/2018 1:30,25.186,Bart
4/12/2018 2:00,25.186,Bart
4/12/2018 2:30,25.065,Bart
4/12/2018 3:00,25.04,Bart
4/12/2018 3:30,25.113,Bart
4/12/2018 4:00,24.847,Bart
4/12/2018 4:30,24.847,Bart
4/12/2018 5:00,24.895,Bart
4/12/2018 5:30,24.919,Bart
4/12/2018 6:00,24.968,Bart
4/12/2018 6:30,24.871,Bart
4/12/2018 7:00,24.798,Bart
4/12/2018 7:30,24.823,Bart
4/12/2018 8:00,24.798,Bart
4/12/2018 8:30,24.871,Bart
4/12/2018 9:00,24.919,Bart
4/12/2018 9:30,25.04,Bart
4/12/2018 10:00,25.089,Bart
4/12/2018 10:30,25.04,Bart
4/12/2018 11:00,25.04,Bart
4/12/2018 11:30,24.992,Bart
4/12/2018 12:00,24.968,Bart
4/12/2018 12:30,24.895,Bart
4/12/2018 13:00,24.895,Bart
4/12/2018 13:30,24.944,Bart
4/12/2018 14:00,24.895,Bart
4/12/2018 14:30,24.847,Bart
4/12/2018 15:00,25.016,Bart
4/12/2018 15:30,25.089,Bart
4/12/2018 16:00,25.21,Bart
4/12/2018 16:30,25.186,Bart
4/12/2018 17:00,25.186,Bart
4/12/2018 17:30,25.065,Bart
4/12/2018 18:00,25.162,Bart
4/12/2018 18:30,25.137,Bart
4/12/2018 19:00,25.234,Bart
4/12/2018 19:30,25.234,Bart
4/12/2018 20:00,25.258,Bart
4/12/2018 20:30,25.21,Bart
4/12/2018 21:00,25.21,Bart
4/12/2018 21:30,25.283,Bart
4/12/2018 22:00,25.258,Bart
4/12/2018 22:30,25.234,Bart
4/12/2018 23:00,25.21,Bart
4/12/2018 23:30,25.186,Bart
4/13/2018 0:00,25.162,Bart
4/13/2018 0:30,25.162,Bart
4/13/2018 1:00,25.137,Bart
4/13/2018 1:30,25.137,Bart
4/13/2018 2:00,25.113,Bart
4/13/2018 2:30,25.137,Bart
4/13/2018 3:00,25.113,Bart
4/13/2018 3:30,25.113,Bart
4/13/2018 4:00,24.532,Bart
4/13/2018 4:30,24.508,Bart
4/13/2018 5:00,24.557,Bart
4/13/2018 5:30,24.581,Bart
4/13/2018 6:00,24.581,Bart
4/13/2018 6:30,24.629,Bart
4/13/2018 7:00,24.581,Bart
4/13/2018 7:30,24.581,Bart
4/13/2018 8:00,24.605,Bart
4/13/2018 8:30,24.726,Bart
4/13/2018 9:00,24.823,Bart
4/13/2018 9:30,24.823,Bart
4/13/2018 10:00,24.871,Bart
4/13/2018 10:30,24.944,Bart
4/13/2018 11:00,25.089,Bart
4/13/2018 11:30,25.162,Bart
4/13/2018 12:00,25.113,Bart
4/13/2018 12:30,25.04,Bart
4/13/2018 13:00,25.089,Bart
4/13/2018 13:30,25.065,Bart
4/13/2018 14:00,24.75,Bart
4/13/2018 14:30,24.484,Bart
4/13/2018 15:00,24.557,Bart
4/13/2018 15:30,24.074,Bart
4/13/2018 16:00,24.315,Bart
4/13/2018 16:30,25.331,Bart
4/13/2018 17:00,25.283,Bart
4/13/2018 17:30,25.016,Bart
4/13/2018 18:00,24.944,Bart
4/13/2018 18:30,24.944,Bart
4/13/2018 19:00,24.847,Bart
4/13/2018 19:30,24.798,Bart
4/13/2018 20:00,24.798,Bart
4/13/2018 20:30,24.798,Bart
4/13/2018 21:00,24.823,Bart
4/13/2018 21:30,24.823,Bart
4/13/2018 22:00,24.847,Bart
4/13/2018 22:30,24.823,Bart
4/13/2018 23:00,24.823,Bart
4/13/2018 23:30,24.823,Bart
4/14/2018 0:00,24.823,Bart
4/14/2018 0:30,24.798,Bart
4/14/2018 1:00,24.75,Bart
4/14/2018 1:30,24.774,Bart
4/14/2018 2:00,24.823,Bart
4/14/2018 2:30,24.871,Bart
4/14/2018 3:00,24.75,Bart
4/14/2018 3:30,24.75,Bart
4/14/2018 4:00,24.702,Bart
4/14/2018 4:30,24.653,Bart
4/14/2018 5:00,24.702,Bart
4/14/2018 5:30,24.702,Bart
4/14/2018 6:00,24.677,Bart
4/14/2018 6:30,24.629,Bart
4/14/2018 7:00,24.653,Bart
4/14/2018 7:30,24.726,Bart
4/14/2018 8:00,24.774,Bart
4/14/2018 8:30,24.798,Bart
4/14/2018 9:00,24.823,Bart
4/14/2018 9:30,24.653,Bart
4/14/2018 10:00,24.653,Bart
4/14/2018 10:30,24.677,Bart
4/14/2018 11:00,24.919,Bart
4/14/2018 11:30,24.895,Bart
4/14/2018 12:00,24.798,Bart
4/14/2018 12:30,24.944,Bart
4/14/2018 13:00,24.944,Bart
4/14/2018 13:30,24.557,Bart
4/14/2018 14:00,24.557,Bart
4/14/2018 14:30,24.557,Bart
4/14/2018 15:00,24.46,Bart
4/14/2018 15:30,24.315,Bart
4/14/2018 16:00,24.315,Bart
4/14/2018 16:30,24.75,Bart
4/14/2018 17:00,24.992,Bart
4/14/2018 17:30,24.774,Bart
4/14/2018 18:00,24.75,Bart
4/14/2018 18:30,24.702,Bart
4/14/2018 19:00,24.653,Bart
